Section liquidation;Code tiers bénéficiaire;Nom bénéficiaire;Montant versé 2015
Fonctionnement;17810;MIDIFILM ASSOC;4500.0
Investissement;17089;MARTIN GESTION;9758.75
Fonctionnement;20067;SKI CLUB DE LA PENICHE ASSOC;1480.0
Fonctionnement;25777;TROPIK FOOTBALL CLUB ASSOC;1300.0
Fonctionnement;50833;MIXAH ASSOC;3000.0
Fonctionnement;17536;LA MEMOIRE DANS TOUS SES ETATS ASSOC;1500.0
Fonctionnement;40096;ADIE DROIT A L INITIATIVE ECONOMIQUE ASSOC;41000.0
Fonctionnement;3346;REGIE DE QUARTIER TOULOUSE BELLEFONTAINE ASSOC;31800.0
Fonctionnement;6;AAATV MIDI PYRENEES ASSOC;1000.0
Fonctionnement;24762;TABULA RASA ASSOC;22500.0
Fonctionnement;9646;ECOLE ET NOUS;23500.0
Fonctionnement;9789;ODRADEK ASSOC;2000.0
Fonctionnement;17540;LA MENAGERIE ASSOC;6390.0
Fonctionnement;16003;LIBERTE AUX JOUEUSES ASSOC;8500.0
Fonctionnement;58460;TOUR DE ROUTE ASSOC;3000.0
Investissement;441;ASS POUR LA MOBILISATION DES SAVOIRS ASSOC;53243.33
Fonctionnement;7664;PETIT COWBOY ASSOC;4800.0
Fonctionnement;67674;UNIVERSITE PAUL SABATIER TOULOUSE III;64600.0
